"Laikotarpis","Rodiklis","Miestas","Periodiškumas","Matavimo vienetai","Reikšmė"
"2007","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","3.1"
"2007","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","0.5"
"2007","Vidutinė temperatūra","Utena","sausio mėn.","°C","0.3"
"2007","Vidutinė temperatūra","Varėna","sausio mėn.","°C","1.3"
"2007","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","0.6"
"2007","Vidutinė temperatūra","Biržai","liepos mėn.","°C","17.1"
"2007","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","15.7"
"2007","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","17.1"
"2007","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","16.8"
"2007","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","16.8"
"2007","Vidutinė temperatūra","Utena","liepos mėn.","°C","17.1"
"2007","Vidutinė temperatūra","Varėna","liepos mėn.","°C","17.2"
"2007","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","17.0"
"2006","Vidutinė temperatūra","Biržai","metinė","°C","7.4"
"2006","Vidutinė temperatūra","Laukuva","metinė","°C","6.9"
"2006","Vidutinė temperatūra","Kaunas","metinė","°C","7.6"
"2006","Vidutinė temperatūra","Klaipėda","metinė","°C","8.5"
"2006","Vidutinė temperatūra","Šiauliai","metinė","°C","7.5"
"2006","Vidutinė temperatūra","Utena","metinė","°C","7.0"
"2006","Vidutinė temperatūra","Varėna","metinė","°C","7.1"
"2006","Vidutinė temperatūra","Vilnius","metinė","°C","7.1"
"2006","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-6.7"
"2006","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-7.7"
"2006","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-7.2"
"2006","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-5.5"
"2006","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-6.9"
"2006","Vidutinė temperatūra","Utena","sausio mėn.","°C","-7.2"
"2006","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-7.7"
"2006","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-7.8"
"2006","Vidutinė temperatūra","Biržai","liepos mėn.","°C","20.8"
"2006","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","20.2"
"2006","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","20.9"
"2006","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","19.6"
"2006","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","20.8"
"2006","Vidutinė temperatūra","Utena","liepos mėn.","°C","20.1"
"2006","Vidutinė temperatūra","Varėna","liepos mėn.","°C","20.5"
"2006","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","20.8"
"2005","Vidutinė temperatūra","Biržai","metinė","°C","6.6"
"2005","Vidutinė temperatūra","Laukuva","metinė","°C","6.2"
"2005","Vidutinė temperatūra","Kaunas","metinė","°C","7.0"
"2005","Vidutinė temperatūra","Klaipėda","metinė","°C","7.9"
"2005","Vidutinė temperatūra","Šiauliai","metinė","°C","6.8"
"2005","Vidutinė temperatūra","Utena","metinė","°C","6.5"
"2005","Vidutinė temperatūra","Varėna","metinė","°C","6.7"
"2005","Vidutinė temperatūra","Vilnius","metinė","°C","6.7"
"2005","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-0.8"
"2005","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-0.8"
"2005","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-0.3"
"2005","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","1.6"
"2005","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-0.4"
"2005","Vidutinė temperatūra","Utena","sausio mėn.","°C","-0.8"
"2005","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-0.4"
"2005","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-0.9"
"2005","Vidutinė temperatūra","Biržai","liepos mėn.","°C","18.9"
"2005","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","18.0"
"2005","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","19.0"
"2005","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","19.3"
"2005","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","18.9"
"2005","Vidutinė temperatūra","Utena","liepos mėn.","°C","18.4"
"2005","Vidutinė temperatūra","Varėna","liepos mėn.","°C","18.6"
"2005","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","19.1"
"2004","Vidutinė temperatūra","Biržai","metinė","°C","6.6"
"2004","Vidutinė temperatūra","Laukuva","metinė","°C","6.0"
"2004","Vidutinė temperatūra","Kaunas","metinė","°C","6.9"
"2004","Vidutinė temperatūra","Klaipėda","metinė","°C","7.9"
"2004","Vidutinė temperatūra","Šiauliai","metinė","°C","6.7"
"2004","Vidutinė temperatūra","Utena","metinė","°C","6.5"
"2004","Vidutinė temperatūra","Varėna","metinė","°C","6.7"
"2004","Vidutinė temperatūra","Vilnius","metinė","°C","6.3"
"2004","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-7.0"
"2004","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-7.5"
"2004","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-7.4"
"2004","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-5.2"
"2004","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-7.0"
"2004","Vidutinė temperatūra","Utena","sausio mėn.","°C","-7.6"
"2004","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-7.3"
"2004","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-7.7"
"2004","Vidutinė temperatūra","Biržai","liepos mėn.","°C","16.7"
"2004","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","15.2"
"2004","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","16.6"
"2004","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","16.7"
"2004","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","16.4"
"2004","Vidutinė temperatūra","Utena","liepos mėn.","°C","16.7"
"2004","Vidutinė temperatūra","Varėna","liepos mėn.","°C","16.5"
"2004","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","16.5"
"2003","Vidutinė temperatūra","Biržai","metinė","°C","6.7"
"2003","Vidutinė temperatūra","Laukuva","metinė","°C","6.2"
"2003","Vidutinė temperatūra","Kaunas","metinė","°C","6.9"
"2003","Vidutinė temperatūra","Klaipėda","metinė","°C","7.7"
"2003","Vidutinė temperatūra","Šiauliai","metinė","°C","6.8"
"2003","Vidutinė temperatūra","Utena","metinė","°C","6.4"
"2003","Vidutinė temperatūra","Varėna","metinė","°C","6.6"
"2003","Vidutinė temperatūra","Vilnius","metinė","°C","6.5"
"2003","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-5.6"
"2003","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-5.4"
"2003","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-5.0"
"2003","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-3.2"
"2003","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-4.8"
"2003","Vidutinė temperatūra","Utena","sausio mėn.","°C","-5.5"
"2003","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-5.5"
"2003","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-5.9"
"2003","Vidutinė temperatūra","Biržai","liepos mėn.","°C","20.4"
"2003","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","19.3"
"2003","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","20.1"
"2003","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","19.9"
"2003","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","20.2"
"2003","Vidutinė temperatūra","Utena","liepos mėn.","°C","19.7"
"2003","Vidutinė temperatūra","Varėna","liepos mėn.","°C","19.8"
"2003","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","19.7"
"2002","Vidutinė temperatūra","Biržai","metinė","°C","7.3"
"2002","Vidutinė temperatūra","Laukuva","metinė","°C","7.1"
"2002","Vidutinė temperatūra","Kaunas","metinė","°C","8.1"
"2002","Vidutinė temperatūra","Klaipėda","metinė","°C","8.7"
"2002","Vidutinė temperatūra","Šiauliai","metinė","°C","7.5"
"2002","Vidutinė temperatūra","Utena","metinė","°C","7.2"
"2002","Vidutinė temperatūra","Varėna","metinė","°C","7.5"
"2002","Vidutinė temperatūra","Vilnius","metinė","°C","7.6"
"2002","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-1.9"
"2002","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-1.4"
"2002","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-1.5"
"2002","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","1.1"
"2002","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-1.2"
"2002","Vidutinė temperatūra","Utena","sausio mėn.","°C","-2.3"
"2002","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-1.8"
"2002","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-2.5"
"2002","Vidutinė temperatūra","Biržai","liepos mėn.","°C","20.0"
"2002","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","18.3"
"2002","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","20.6"
"2002","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","19.6"
"2002","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","19.5"
"2002","Vidutinė temperatūra","Utena","liepos mėn.","°C","20.2"
"2002","Vidutinė temperatūra","Varėna","liepos mėn.","°C","20.6"
"2002","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","20.8"
"2001","Vidutinė temperatūra","Biržai","metinė","°C","6.9"
"2001","Vidutinė temperatūra","Laukuva","metinė","°C","6.5"
"2001","Vidutinė temperatūra","Kaunas","metinė","°C","7.3"
"2001","Vidutinė temperatūra","Klaipėda","metinė","°C","7.9"
"2001","Vidutinė temperatūra","Šiauliai","metinė","°C","7.1"
"2001","Vidutinė temperatūra","Utena","metinė","°C","6.8"
"2001","Vidutinė temperatūra","Varėna","metinė","°C","7.0"
"2001","Vidutinė temperatūra","Vilnius","metinė","°C","6.6"
"2001","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-1.2"
"2001","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-1.5"
"2001","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-1.0"
"2001","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","0.4"
"2001","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-1.1"
"2001","Vidutinė temperatūra","Utena","sausio mėn.","°C","-1.2"
"2001","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-1.1"
"2001","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-1.8"
"2001","Vidutinė temperatūra","Biržai","liepos mėn.","°C","21.1"
"2001","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","19.8"
"2001","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","20.9"
"2001","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","20.1"
"2001","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","20.8"
"2001","Vidutinė temperatūra","Utena","liepos mėn.","°C","21.1"
"2001","Vidutinė temperatūra","Varėna","liepos mėn.","°C","21.0"
"2001","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","20.8"
"2000","Vidutinė temperatūra","Biržai","metinė","°C","7.8"
"2000","Vidutinė temperatūra","Laukuva","metinė","°C","7.5"
"2000","Vidutinė temperatūra","Kaunas","metinė","°C","8.3"
"2000","Vidutinė temperatūra","Klaipėda","metinė","°C","9.0"
"2000","Vidutinė temperatūra","Šiauliai","metinė","°C","8.0"
"2000","Vidutinė temperatūra","Utena","metinė","°C","7.7"
"2000","Vidutinė temperatūra","Varėna","metinė","°C","8.0"
"2000","Vidutinė temperatūra","Vilnius","metinė","°C","7.8"
"2000","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-2.6"
"2000","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-2.3"
"2000","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-2.5"
"2000","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","0.4"
"2000","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-2.0"
"2000","Vidutinė temperatūra","Utena","sausio mėn.","°C","-3.0"
"2000","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-3.2"
"2000","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-3.4"
"2000","Vidutinė temperatūra","Biržai","liepos mėn.","°C","16.2"
"2000","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","15.2"
"2000","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","16.2"
"2000","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","16.2"
"2000","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","16.2"
"2000","Vidutinė temperatūra","Utena","liepos mėn.","°C","15.9"
"2000","Vidutinė temperatūra","Varėna","liepos mėn.","°C","16.0"
"2000","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","15.8"
"1999","Vidutinė temperatūra","Biržai","metinė","°C","7.4"
"1999","Vidutinė temperatūra","Laukuva","metinė","°C","7.0"
"1999","Vidutinė temperatūra","Kaunas","metinė","°C","7.8"
"1999","Vidutinė temperatūra","Klaipėda","metinė","°C","8.4"
"1999","Vidutinė temperatūra","Šiauliai","metinė","°C","7.6"
"1999","Vidutinė temperatūra","Utena","metinė","°C","7.4"
"1999","Vidutinė temperatūra","Varėna","metinė","°C","7.6"
"1999","Vidutinė temperatūra","Vilnius","metinė","°C","7.6"
"1999","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-2.8"
"1999","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-2.2"
"1999","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-2.1"
"1999","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-0.6"
"1999","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-2.1"
"1999","Vidutinė temperatūra","Utena","sausio mėn.","°C","-2.5"
"1999","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-2.3"
"1999","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-2.8"
"1999","Vidutinė temperatūra","Biržai","liepos mėn.","°C","19.5"
"1999","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","18.4"
"1999","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","20.0"
"1999","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","19.4"
"1999","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","19.4"
"1999","Vidutinė temperatūra","Utena","liepos mėn.","°C","19.7"
"1999","Vidutinė temperatūra","Varėna","liepos mėn.","°C","20.1"
"1999","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","20.5"
"1998","Vidutinė temperatūra","Biržai","metinė","°C","6.4"
"1998","Vidutinė temperatūra","Laukuva","metinė","°C","5.9"
"1998","Vidutinė temperatūra","Kaunas","metinė","°C","6.8"
"1998","Vidutinė temperatūra","Klaipėda","metinė","°C","7.4"
"1998","Vidutinė temperatūra","Šiauliai","metinė","°C","6.5"
"1998","Vidutinė temperatūra","Utena","metinė","°C","6.4"
"1998","Vidutinė temperatūra","Varėna","metinė","°C","6.6"
"1998","Vidutinė temperatūra","Vilnius","metinė","°C","6.4"
"1998","Vidutinė temperatūra","Biržai","sausio mėn.","°C","0.0"
"1998","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-0.2"
"1998","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","0.1"
"1998","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","2.0"
"1998","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","0.1"
"1998","Vidutinė temperatūra","Utena","sausio mėn.","°C","-0.1"
"1998","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-0.4"
"1998","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-0.7"
"1998","Vidutinė temperatūra","Biržai","liepos mėn.","°C","16.4"
"1998","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","14.8"
"1998","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","16.3"
"1998","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","15.9"
"1998","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","16.1"
"1998","Vidutinė temperatūra","Utena","liepos mėn.","°C","16.4"
"1998","Vidutinė temperatūra","Varėna","liepos mėn.","°C","16.6"
"1998","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","16.4"
"1997","Vidutinė temperatūra","Biržai","metinė","°C","6.5"
"1997","Vidutinė temperatūra","Laukuva","metinė","°C","6.2"
"1997","Vidutinė temperatūra","Kaunas","metinė","°C","6.9"
"1997","Vidutinė temperatūra","Klaipėda","metinė","°C","7.7"
"1997","Vidutinė temperatūra","Šiauliai","metinė","°C","6.6"
"1997","Vidutinė temperatūra","Utena","metinė","°C","6.3"
"1997","Vidutinė temperatūra","Varėna","metinė","°C","6.4"
"1997","Vidutinė temperatūra","Vilnius","metinė","°C","6.3"
"1997","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-3.9"
"1997","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-4.0"
"1997","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-4.4"
"1997","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-1.1"
"1997","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-3.2"
"1997","Vidutinė temperatūra","Utena","sausio mėn.","°C","-4.5"
"1997","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-5.6"
"1997","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-5.4"
"1997","Vidutinė temperatūra","Biržai","liepos mėn.","°C","18.6"
"1997","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","17.8"
"1997","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","18.5"
"1997","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","18.1"
"1997","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","18.9"
"1997","Vidutinė temperatūra","Utena","liepos mėn.","°C","18.3"
"1997","Vidutinė temperatūra","Varėna","liepos mėn.","°C","17.8"
"1997","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","17.9"
"1996","Vidutinė temperatūra","Biržai","metinė","°C","5.2"
"1996","Vidutinė temperatūra","Laukuva","metinė","°C","4.7"
"1996","Vidutinė temperatūra","Kaunas","metinė","°C","5.6"
"1996","Vidutinė temperatūra","Klaipėda","metinė","°C","6.3"
"1996","Vidutinė temperatūra","Šiauliai","metinė","°C","5.0"
"1996","Vidutinė temperatūra","Utena","metinė","°C","5.1"
"1996","Vidutinė temperatūra","Varėna","metinė","°C","5.4"
"1996","Vidutinė temperatūra","Vilnius","metinė","°C","5.3"
"1996","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-7.7"
"1996","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-7.6"
"1996","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-7.7"
"1996","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-5.3"
"1996","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-7.9"
"1996","Vidutinė temperatūra","Utena","sausio mėn.","°C","-8.1"
"1996","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-8.5"
"1996","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-8.8"
"1996","Vidutinė temperatūra","Biržai","liepos mėn.","°C","15.5"
"1996","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","14.1"
"1996","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","15.6"
"1996","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","15.3"
"1996","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","15.4"
"1996","Vidutinė temperatūra","Utena","liepos mėn.","°C","15.3"
"1996","Vidutinė temperatūra","Varėna","liepos mėn.","°C","15.6"
"1996","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","15.4"
"1995","Vidutinė temperatūra","Biržai","metinė","°C","6.9"
"1995","Vidutinė temperatūra","Laukuva","metinė","°C","6.3"
"1995","Vidutinė temperatūra","Kaunas","metinė","°C","7.1"
"1995","Vidutinė temperatūra","Klaipėda","metinė","°C","7.9"
"1995","Vidutinė temperatūra","Šiauliai","metinė","°C","6.9"
"1995","Vidutinė temperatūra","Utena","metinė","°C","6.8"
"1995","Vidutinė temperatūra","Varėna","metinė","°C","6.9"
"1995","Vidutinė temperatūra","Vilnius","metinė","°C","6.7"
"1995","Vidutinė temperatūra","Biržai","sausio mėn.","°C","-3.6"
"1995","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","-4.0"
"1995","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","-3.7"
"1995","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","-1.5"
"1995","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","-3.6"
"1995","Vidutinė temperatūra","Utena","sausio mėn.","°C","-3.8"
"1995","Vidutinė temperatūra","Varėna","sausio mėn.","°C","-3.8"
"1995","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-4.3"
"1995","Vidutinė temperatūra","Biržai","liepos mėn.","°C","17.5"
"1995","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","16.8"
"1995","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","18.1"
"1995","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","17.8"
"1995","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","17.6"
"1995","Vidutinė temperatūra","Utena","liepos mėn.","°C","17.4"
"1995","Vidutinė temperatūra","Varėna","liepos mėn.","°C","17.9"
"1995","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","18.1"
"1990","Vidutinė temperatūra","Biržai","metinė","°C","7.8"
"1990","Vidutinė temperatūra","Laukuva","metinė","°C","7.5"
"1990","Vidutinė temperatūra","Kaunas","metinė","°C","8.1"
"1990","Vidutinė temperatūra","Klaipėda","metinė","°C","9.0"
"1990","Vidutinė temperatūra","Šiauliai","metinė","°C","7.8"
"1990","Vidutinė temperatūra","Utena","metinė","°C","7.6"
"1990","Vidutinė temperatūra","Varėna","metinė","°C","7.9"
"1990","Vidutinė temperatūra","Vilnius","metinė","°C","7.7"
"1990","Vidutinė temperatūra","Biržai","sausio mėn.","°C","0.2"
"1990","Vidutinė temperatūra","Laukuva","sausio mėn.","°C","0.8"
"1990","Vidutinė temperatūra","Kaunas","sausio mėn.","°C","0.9"
"1990","Vidutinė temperatūra","Klaipėda","sausio mėn.","°C","2.7"
"1990","Vidutinė temperatūra","Šiauliai","sausio mėn.","°C","0.9"
"1990","Vidutinė temperatūra","Utena","sausio mėn.","°C","0.0"
"1990","Vidutinė temperatūra","Varėna","sausio mėn.","°C","0.6"
"1990","Vidutinė temperatūra","Vilnius","sausio mėn.","°C","-0.1"
"1990","Vidutinė temperatūra","Biržai","liepos mėn.","°C","15.9"
"1990","Vidutinė temperatūra","Laukuva","liepos mėn.","°C","15.2"
"1990","Vidutinė temperatūra","Kaunas","liepos mėn.","°C","16.0"
"1990","Vidutinė temperatūra","Klaipėda","liepos mėn.","°C","16.5"
"1990","Vidutinė temperatūra","Šiauliai","liepos mėn.","°C","15.9"
"1990","Vidutinė temperatūra","Utena","liepos mėn.","°C","15.5"
"1990","Vidutinė temperatūra","Varėna","liepos mėn.","°C","15.7"
"1990","Vidutinė temperatūra","Vilnius","liepos mėn.","°C","15.5"
